Device_ID,TTL_hours,battery_capacity_mah,avg_power_W,max_Tb_C,ratio_idle,ratio_social,ratio_video,ratio_game,signal_strength_avg,background_app_usage_level,avg_screen_on_hours_per_day,gaming_hours_per_week,video_streaming_hours_per_week,device_age_months,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,SOH_est,aging_loss_est,n_cycles_est,lambda_eff_est
a893cc3b-b5c2-4de7-86e5-01aa2ec451ba,8.123056,4000.0,0.792227,35.940045,0.69166667,0.21011905,0.07321429,0.025,Good,Low,7.4,4.2,12.3,24.0,11.9,36.4,28.9,1.0,0.4583025,0.5416975,1240.932,0.0006287418
1c0cb7e4-7546-4210-9e2c-d58087f12812,5.721111,5000.0,0.797308,35.945254,0.75416667,0.11607143,0.08809524,0.04166667,Good,Low,5.9,7.0,14.8,48.0,9.6,38.4,54.3,6.0,0.25989369,0.74010631,2002.176,0.0006730091
6cc0ce3c-11d1-4d4c-975a-09175220e2eb,14.132222,5000.0,0.792097,39.191058,0.85,0.09761905,0.03333333,0.01904762,Moderate,Low,3.6,3.2,5.6,26.0,6.8,33.4,53.7,3.0,0.63779161,0.36220839,768.196,0.0005854543
ce2f3893-05e0-41c2-8770-6388e09d2c5e,7.803889,5000.0,0.859896,32.42009,0.71666667,0.25833333,0.01785714,0.00714286,Good,Low,6.8,1.2,3.0,41.0,9.5,33.2,16.0,6.0,0.38233713,0.61766287,1692.3775,0.0005681076
13d31370-d3a9-49b3-98a8-603fa8d3e416,7.145278,3000.0,0.839448,39.245416,0.79166667,0.19345238,0.00357143,0.01130952,Moderate,Medium,5.0,1.9,0.6,27.0,8.4,32.8,43.5,3.0,0.56954786,0.43045214,985.446,0.0005712261
2e42b65b-d3e4-4eea-b6eb-840e1031208e,15.378889,3000.0,0.621337,36.079912,0.95833333,0.0,0.0373062,0.00436047,Moderate,High,1.0,1.8,15.4,15.0,3.0,27.9,74.3,0.0,0.9074041,0.0925959,195.525,0.0004969564
12bfd333-3b6f-4332-b468-f11f7f913daf,8.504722,3000.0,0.898597,38.943682,0.7375,0.18690476,0.05654762,0.01904762,Good,Medium,6.3,3.2,9.5,14.0,8.9,34.6,14.9,7.0,0.72572357,0.27427643,541.387,0.000592157
9107d238-e52a-42c0-9ac6-5db3866de47d,13.946389,5000.0,0.716794,35.51582,0.83333333,0.0452381,0.09821429,0.02321429,Good,High,4.0,3.9,16.5,46.0,5.2,31.8,10.3,1.0,0.56958016,0.43041984,1039.324,0.0005415595
a3544b7f-fb91-48f9-82da-69aa93356ad5,13.584167,5000.0,0.747152,33.3871,0.80833333,0.18630952,0.0,0.00535714,Moderate,Medium,4.6,0.9,0.0,43.0,5.0,33.2,65.5,0.0,0.578276,0.421724,934.175,0.000586297
0ece0976-f14e-47d9-b208-43a1cd4d02c0,13.062778,4000.0,1.030473,39.020231,0.77083333,0.11309524,0.06190476,0.05416667,Good,Low,5.5,9.1,10.4,2.0,8.8,32.4,9.5,3.0,0.95868465,0.04131535,76.472,0.0005517456
79340d30-97f0-4ee2-a46c-e8df98b62ab0,16.964722,4500.0,0.724102,38.98272,0.9,0.0,0.08297872,0.01702128,Good,Low,2.4,3.2,15.6,36.0,3.3,27.3,76.0,5.0,0.77768425,0.22231575,516.186,0.0004871009
0ad99756-e0b9-416a-a0a1-800b5a6db2e9,7.8475,3000.0,1.223811,39.576103,0.75833333,0.18333333,0.03154762,0.02678571,Good,Medium,5.8,4.5,5.3,6.0,5.9,33.8,71.4,0.0,0.91199064,0.08800936,153.813,0.0005989452
77efdbcd-d36b-4a92-abd5-1d0902c802dd,16.008333,5000.0,0.756149,39.072372,0.79583333,0.1077381,0.08154762,0.01488095,Good,High,4.9,2.5,13.7,20.0,7.4,33.4,32.8,0.0,0.68966895,0.31033105,643.06,0.0005777744
718c3aaa-e489-4b66-a603-6eeb2e725a87,17.095,4000.0,0.729464,35.912915,0.84583333,0.1,0.02797619,0.02619048,Moderate,Medium,3.7,4.4,4.7,8.0,6.8,28.3,69.5,4.0,0.88807497,0.11192503,236.368,0.0005021793
6011fb9d-d32d-43f4-8b20-9171ddb9f58d,8.935556,4000.0,0.872812,35.437554,0.76666667,0.18452381,0.03154762,0.0172619,Good,Medium,5.6,2.9,5.3,38.0,7.1,28.1,77.4,1.0,0.55543532,0.44456468,1172.281,0.0005015889
834a9efc-abc3-4eb2-9e5d-ebe13a28ae0b,16.594167,4000.0,0.749526,35.993499,0.9125,0.01011905,0.06190476,0.01547619,Moderate,High,2.1,2.6,10.4,17.0,3.0,31.4,44.3,6.0,0.88583268,0.11416732,221.595,0.0005470665
e95c9c47-3f83-4f81-94a6-ef019622e6ab,13.610556,3000.0,0.72845,35.905552,0.7625,0.19107143,0.04166667,0.0047619,Moderate,Low,5.7,0.8,7.0,3.0,8.9,29.8,45.5,1.0,0.94150559,0.05849441,116.0115,0.0005195605
27dfefec-c215-4608-a705-6d7bf8afb8e8,6.804167,3000.0,1.022095,39.45233,0.73333333,0.13869048,0.1,0.02797619,Good,Low,6.4,4.7,16.8,24.0,7.1,31.8,61.6,3.0,0.6603924,0.3396076,740.388,0.0005604103
f5971267-8a55-4dbe-b9bc-2214d5204751,12.9075,4500.0,0.913945,38.948619,0.74583333,0.18392857,0.05952381,0.01071429,Good,Low,6.1,1.8,10.0,13.0,8.6,33.6,86.4,2.0,0.74682025,0.25317975,485.771,0.0006009637
2f516c1c-ffa7-4270-b213-174430ae4930,9.913333,4000.0,1.14735,37.272392,0.70416667,0.18690476,0.10119048,0.0077381,Poor,High,7.1,1.3,17.0,8.0,11.0,31.9,31.0,0.0,0.81006,0.18994,382.36,0.0005509126
e7400259-6400-44b9-839c-0d2e08a10978,3.284167,3000.0,1.693547,39.259555,0.675,0.2327381,0.0797619,0.0125,Moderate,Low,7.8,2.1,13.4,25.0,11.2,30.5,26.3,1.0,0.52814262,0.47185738,1216.6,0.000524732
9d211341-acc7-42e0-852f-5c683090e964,19.164167,4000.0,0.722192,35.385168,0.77916667,0.17797619,0.03214286,0.01071429,Good,Low,5.3,1.8,5.4,1.0,6.7,27.5,88.8,2.0,0.98568459,0.01431541,29.1115,0.0004952978
b2895bd4-dac6-4a70-b495-edc22841de21,11.498611,5000.0,0.936296,35.434681,0.67916667,0.25238095,0.06607143,0.00238095,Good,Low,7.7,0.4,11.1,19.0,10.3,33.6,15.2,1.0,0.61338515,0.38661485,850.3165,0.0005748004
ff3c4c26-c109-409a-9d24-453785ebd064,11.37,4000.0,0.768943,39.012498,0.77916667,0.13928571,0.03452381,0.04702381,Good,High,5.3,7.9,5.8,27.0,6.4,36.6,25.4,5.0,0.62267744,0.37732256,750.816,0.0006309491
0c1db5cc-926a-4d22-9fef-8b012134f173,10.858889,4500.0,0.819705,40.263799,0.82916667,0.03988095,0.09404762,0.03690476,Good,High,4.1,6.2,15.8,46.0,5.5,30.6,13.5,3.0,0.56350472,0.43649528,1099.285,0.0005217751
deeda693-9a1c-476c-aa8f-0d0dbb3f1509,9.971667,3000.0,0.93608,36.255931,0.80416667,0.07619048,0.10297619,0.01666667,Good,Low,4.7,2.8,17.3,6.0,8.1,32.4,62.2,5.0,0.88638864,0.11361136,211.167,0.0005711109
1d54873d-39a9-4438-bdb5-e22e7052f068,4.829722,5000.0,1.005743,39.07586,0.75,0.20892857,0.00833333,0.0327381,Good,Medium,6.0,5.5,1.4,43.0,11.4,34.3,59.0,0.0,0.27676096,0.72323904,2129.919,0.000603122
c07da8d2-f446-4570-89f3-e72b55d93d5f,8.317778,3000.0,1.02015,36.063693,0.67916667,0.21071429,0.07619048,0.03392857,Good,Medium,7.7,5.7,12.8,7.0,11.5,35.7,31.3,6.0,0.80577683,0.19422317,349.7725,0.0006173969
74802bf2-0aba-427f-a4a4-59f42ca3727f,7.545556,5000.0,0.82333,38.888733,0.77083333,0.11904762,0.09583333,0.01428571,Good,Low,5.5,2.4,16.1,46.0,9.0,32.4,79.2,4.0,0.35396102,0.64603898,1798.83,0.0005773578
ffca5389-d774-46b8-92df-f76a6faf96ec,12.442778,4000.0,0.722018,39.012439,0.825,0.04107143,0.08630952,0.04761905,Good,High,4.2,8.0,14.5,34.0,5.3,32.8,41.0,3.0,0.63984262,0.36015738,782.969,0.0005703074
3865bb8c-f679-4205-b5ab-fe0166be412a,8.969444,4000.0,1.141753,38.948037,0.65,0.28511905,0.05654762,0.00833333,Good,Low,8.4,1.4,9.5,13.0,10.5,30.0,70.2,3.0,0.72934937,0.27065063,593.0925,0.0005321302
889f15ff-8f02-405f-9ae9-e3545ead2ef2,21.286111,4500.0,0.617105,35.376458,0.89166667,0.0,0.1027,0.00563333,Good,Low,2.6,1.3,23.7,16.0,5.8,26.0,56.9,3.0,0.83158553,0.16841447,403.216,0.0004573755
3233b6c1-457f-4e5b-ba08-8c46eaa71983,10.621667,4500.0,0.903415,40.194801,0.825,0.06488095,0.06666667,0.04345238,Good,Medium,4.2,7.3,11.2,35.0,5.7,32.2,82.3,7.0,0.60748434,0.39251566,866.8275,0.0005750035
bd37c605-42f6-4e69-bcfd-c81e4f2b71f0,7.814722,5000.0,0.73088,35.497754,0.69583333,0.26428571,0.01547619,0.02440476,Good,Medium,7.3,4.1,2.6,39.0,11.6,32.2,71.7,2.0,0.32542759,0.67457241,1965.678,0.0005711084
7badd16c-8461-4a3a-8575-314db37cbe0d,15.840278,4500.0,0.898732,36.255863,0.625,0.28452381,0.08035714,0.01011905,Good,Low,9.0,1.7,13.5,3.0,13.7,32.7,78.3,3.0,0.90124245,0.09875755,178.5795,0.0005822671
60a1dc2a-da45-4956-ae81-74203979e438,15.204167,4500.0,1.014642,39.286881,0.72916667,0.15833333,0.0922619,0.0202381,Moderate,Low,6.5,3.4,15.5,1.0,10.7,29.6,27.6,4.0,0.9765914,0.0234086,46.4915,0.0005094895
5b0ef22b-2e0a-4d74-bf3c-58dcc293eb66,16.387222,4500.0,0.855313,35.521485,0.75,0.15416667,0.07738095,0.01845238,Good,High,6.0,3.1,13.0,5.0,10.0,31.2,62.8,5.0,0.88730355,0.11269645,217.25,0.0005503712
5265e7ab-b721-4729-a065-120fdd601e13,6.640278,4500.0,1.058326,40.227394,0.79583333,0.12142857,0.06547619,0.0172619,Moderate,Medium,4.9,2.9,11.0,41.0,7.7,34.3,24.5,0.0,0.44489251,0.55510749,1371.7165,0.0005904446
36a0fab7-4474-4ba8-97c7-e6dcd09b2041,15.441111,4000.0,0.834775,36.433303,0.725,0.24702381,0.01785714,0.01011905,Moderate,Low,6.6,1.7,3.0,3.0,10.3,37.0,22.9,1.0,0.91802905,0.08197095,134.2605,0.0006370171
e6d8abe3-607f-44f9-91f1-4fba03e224e1,8.691944,4500.0,0.872092,33.063434,0.75833333,0.22142857,0.01011905,0.01011905,Good,Medium,5.8,1.7,1.7,28.0,9.9,35.3,29.1,6.0,0.47987718,0.52012282,1204.434,0.0006096018
dda422b3-e0ed-4fa2-9a37-d60c82bee71c,13.878611,4000.0,0.797306,39.245459,0.83333333,0.09761905,0.03095238,0.03809524,Moderate,Medium,4.0,6.4,5.2,17.0,5.6,32.5,70.0,2.0,0.78808865,0.21191135,413.644,0.0005757238
f0140e16-edd3-4121-a68c-c0852804a8c7,10.716944,4000.0,0.747263,32.924435,0.79583333,0.18809524,0.0,0.01607143,Good,Low,4.9,2.7,0.0,25.0,8.9,32.4,88.6,3.0,0.57034879,0.42965121,966.7625,0.0005808119
2c68301a-aad8-4149-80eb-3b0d78284f91,7.391667,3000.0,0.884957,39.825636,0.84166667,0.01309524,0.1047619,0.04047619,Good,Medium,3.8,6.8,17.6,43.0,4.9,28.9,90.1,1.0,0.62109865,0.37890135,915.4915,0.0005202291
84cd543d-bae7-4891-a5ab-5d844546d340,7.146944,4000.0,1.022534,36.255931,0.77083333,0.16309524,0.06190476,0.00416667,Good,Low,5.5,0.7,10.4,33.0,8.4,31.0,50.1,5.0,0.52045212,0.47954788,1204.434,0.000542211
bc448651-930d-46d8-9fa1-c48ffc8bd13f,11.663889,4000.0,0.945978,39.780106,0.75833333,0.1577381,0.04940476,0.03452381,Moderate,Low,5.8,5.8,8.3,9.0,9.4,36.9,78.3,3.0,0.7858414,0.2141586,367.587,0.0006556279
4e8c03e6-93b1-450b-b516-98d5a5afcd04,4.386389,4500.0,1.352729,36.053364,0.63333333,0.3422619,0.01666667,0.0077381,Moderate,High,8.8,1.3,2.8,35.0,11.5,32.3,36.4,0.0,0.37562665,0.62437335,1748.8625,0.0005598837
0c97c7dc-1cbc-4643-9c6e-2c88dfc70a9f,10.923056,4000.0,0.978806,39.852118,0.82083333,0.09345238,0.02142857,0.06428571,Moderate,Medium,4.3,10.8,3.6,13.0,7.8,35.8,30.1,4.0,0.761405,0.238595,440.583,0.0006187026
39b659a9-24b3-4d89-850b-667fefde55fe,10.037222,5000.0,0.975779,39.872923,0.7875,0.12261905,0.06011905,0.0297619,Poor,High,5.1,5.0,10.1,30.0,8.2,30.7,74.0,4.0,0.55803179,0.44196821,1068.87,0.0005457533
3bd604a9-6b93-435c-a408-ac8db37c7271,3.171667,4500.0,1.097741,35.679204,0.66666667,0.27321429,0.05119048,0.00892857,Moderate,Medium,8.0,1.5,8.6,47.0,15.3,27.4,62.9,6.0,0.22038952,0.77961048,3124.4895,0.0004840339
5f13d007-abf4-4edf-9bda-dcd77a94eee4,6.728056,4500.0,1.248111,39.582764,0.62083333,0.28095238,0.06369048,0.03452381,Good,High,9.1,5.8,10.7,14.0,15.7,37.0,89.8,5.0,0.531608,0.468392,955.031,0.0006616004
dbb0f501-e65a-4a78-a27f-330a5975f335,12.261111,4500.0,1.074301,39.780177,0.73333333,0.23988095,0.0202381,0.00654762,Moderate,Low,6.4,1.1,3.4,7.0,9.7,36.0,12.9,2.0,0.83385227,0.16614773,295.0255,0.0006158757
79e9bd43-d63c-4086-b720-5bf700d9b2c2,10.699444,3000.0,0.73289,35.530239,0.79166667,0.1202381,0.07083333,0.0172619,Good,Medium,5.0,2.9,11.9,13.0,9.3,31.5,78.5,1.0,0.74460678,0.25539322,525.3105,0.0005613804
ebbf5a17-1036-4d25-9ccb-478bf7846253,10.230556,4500.0,1.009162,35.608074,0.80833333,0.09166667,0.09761905,0.00238095,Good,High,4.6,0.4,16.4,22.0,7.7,33.3,37.5,1.0,0.65360484,0.34639516,736.043,0.0005777547
a79dbecb-9197-43d3-8275-fe2b1492d7e9,17.882778,4000.0,0.629139,35.375543,0.925,0.01904762,0.05119048,0.0047619,Good,Low,1.8,0.8,8.6,39.0,3.0,24.7,59.9,7.0,0.80129131,0.19870869,508.365,0.000435771
b90c7883-10e3-474c-b3e0-479626459360,21.376944,5000.0,0.69867,38.889756,0.85,0.0547619,0.0827381,0.0125,Good,Low,3.6,2.1,13.9,20.0,3.8,28.0,47.0,6.0,0.85097797,0.14902203,330.22,0.0004886713
86e1b7bc-4f00-4440-9d14-b66945803b68,10.338056,4500.0,1.181024,39.003993,0.7625,0.14404762,0.05416667,0.03928571,Good,Medium,5.7,6.6,9.1,15.0,7.1,31.6,60.6,4.0,0.7729514,0.2270486,462.7425,0.0005565495
80b7ddfe-935c-4ebc-9206-5a23118d0458,11.026389,4500.0,0.621052,35.437547,0.7875,0.15952381,0.04821429,0.0047619,Good,Medium,5.1,0.8,8.1,44.0,7.7,32.2,62.7,0.0,0.43350485,0.56649515,1472.086,0.0005678013
516def12-edbb-4f73-a4c1-d68bd90225ed,10.553056,5000.0,1.061737,39.072372,0.72083333,0.16845238,0.07202381,0.03869048,Good,High,6.7,6.5,12.1,17.0,9.6,35.9,64.2,2.0,0.63836279,0.36163721,709.104,0.0006329798
36e5975b-15ef-4f7a-b8a2-4c51d43629e9,8.474444,4500.0,0.765528,35.375436,0.7875,0.16309524,0.04583333,0.00357143,Good,Low,5.1,0.6,7.7,46.0,7.9,32.5,37.1,3.0,0.41067082,0.58932918,1578.973,0.0005636343
5779a89d-5732-4336-be13-6b1718ce99d0,8.977778,3000.0,0.825288,38.888734,0.83333333,0.08690476,0.04107143,0.03869048,Good,Low,4.0,6.5,6.9,23.0,7.4,27.9,15.8,5.0,0.70355337,0.29644663,739.519,0.0004754598
7d0d3ad7-9b69-4639-84a2-395b99075902,7.877222,4000.0,0.947131,38.950037,0.74166667,0.15297619,0.09166667,0.01369048,Good,Medium,6.2,2.3,15.4,25.0,10.1,32.5,71.7,2.0,0.53135808,0.46864192,1097.1125,0.0005763485
adabc0a6-82bc-4f31-9888-9fea63da54c1,5.268889,5000.0,1.262803,38.947724,0.5625,0.42261905,0.00535714,0.00952381,Good,Low,10.5,1.6,0.9,24.0,15.1,35.3,46.5,4.0,0.37909671,0.62090329,1574.628,0.0006159956
cd6b4e31-72fc-4a80-a950-edc43b59943f,6.459167,5000.0,1.251565,39.924327,0.79583333,0.09047619,0.0625,0.05119048,Moderate,High,4.9,8.6,10.5,44.0,8.2,28.9,20.1,7.0,0.46059952,0.53940048,1567.676,0.0004945067
23859060-f15a-4fe9-ac1f-40f65a06331c,3.596944,3000.0,1.226898,39.749042,0.75833333,0.08333333,0.02797619,0.13035714,Poor,Low,5.8,21.9,4.7,40.0,7.8,37.2,25.8,5.0,0.41905785,0.58094215,1355.64,0.0006415762
fc49547b-5150-4c15-8a11-67edda946ae9,8.084722,4000.0,0.906845,35.850765,0.7,0.16964286,0.11309524,0.0172619,Moderate,Low,7.2,2.9,19.0,28.0,9.6,32.0,41.2,3.0,0.52212498,0.47787502,1167.936,0.0005564074
bdfea0be-7c2b-4a7e-ad82-6e006c6ff739,10.15,3000.0,0.830454,38.889388,0.81666667,0.06964286,0.08630952,0.02738095,Good,Low,4.4,4.6,14.5,14.0,6.9,30.3,51.6,2.0,0.8003709,0.1996291,419.727,0.0005305354
00618a0f-1a84-44e0-94b4-b6dbf522d4d0,4.095556,4000.0,0.976461,36.702354,0.66666667,0.22261905,0.09761905,0.01309524,Poor,High,8.0,2.2,16.4,44.0,11.3,34.0,14.0,0.0,0.28481886,0.71518114,2160.334,0.0005813462
d0c67091-c9d8-483b-9117-80548ab63d46,13.500833,3000.0,0.780068,39.245359,0.90416667,0.0,0.05698198,0.03885135,Moderate,Medium,2.3,7.5,11.0,0.0,3.0,28.9,65.1,1.0,1.0,0.0,0.0,0.0005110426
01235db3-ad35-4c9e-8626-0069ff096b4c,9.109444,4500.0,1.087046,38.953451,0.80416667,0.08869048,0.07857143,0.02857143,Good,Medium,4.7,4.8,13.2,24.0,8.0,32.6,22.0,3.0,0.62685848,0.37314152,834.24,0.0005598323
6fa2a98e-99b5-4137-8a83-20fb551c33bf,9.299722,3000.0,1.012701,39.323853,0.79583333,0.10714286,0.06607143,0.03095238,Moderate,Low,4.9,5.2,11.1,6.0,8.0,31.6,3.4,2.0,0.89432122,0.10567878,208.56,0.0005355306
16b8a80c-0cbf-49e0-b949-512cc39a7348,14.566944,5000.0,1.024701,38.968924,0.75833333,0.1797619,0.04285714,0.01904762,Moderate,Low,5.8,3.2,7.2,8.0,8.3,32.7,21.8,6.0,0.85044221,0.14955779,288.508,0.0005615055
28b31724-e404-419a-ac44-82abc01dd635,24.393611,5000.0,0.628426,39.012428,0.93333333,0.0,0.05431034,0.01235632,Good,High,1.6,4.3,18.9,23.0,3.0,26.4,21.6,0.0,0.87342832,0.12657168,299.805,0.0004513908
40fde7bd-7153-4f34-ae5c-9d9e31862dd0,17.799167,5000.0,0.986088,39.013524,0.65833333,0.2422619,0.08035714,0.01904762,Good,High,8.2,3.2,13.5,0.0,11.6,31.7,26.7,6.0,1.0,0.0,0.0,0.0005458392
bd86747c-fb12-4370-b438-e0a2a4e5dd0b,4.185833,3000.0,0.715333,32.532706,0.7375,0.20952381,0.03511905,0.01785714,Good,High,6.3,3.0,5.9,43.0,11.4,34.3,24.7,7.0,0.28429136,0.71570864,2129.919,0.0005905181
